application_status,license_type,application_classification,application_classification_1,application_classification_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,8/29/2019,COMPLETE,MR281817,SOLAR THERAPEUTICS,Somerset,2725.0,,,1400 Brayton Point Rd,,SOMERSET,MA,2725,POINT (-71.102131 41.778329),POINT (-71.172910 41.7290490),1400 Brayton Point Rd,,SOMERSET,MA,2725,82-3644660,MRN281817,Wed Apr 17 2019 13:19:11 GMT-0400 (Eastern Daylight Time),Mon Nov 19 2018 00:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 03 2019 10:28:12 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Aug 08 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 20 2018 11:00:39 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 14:03:35 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2725.0,Somerset,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.729049,-71.17291,,3/22/2024,SOLAR THERAPEUTICS,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,6/8/2023,COMPLETE,MR284431,INDICA LLC,Adams,1220.0,,,11 Apex Drive Suite 300A #240,,Marlborough,MA,1752,POINT (-73.209889 42.396128),POINT (-73.113759 42.6335010),11 Apex Drive Suite 300A #240,,Marlborough,MA,1752,87-3386887,MRN284431,Thu Apr 28 2022 16:04:53 GMT-0400 (Eastern Daylight Time),Thu Apr 07 2022 13:54:56 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:37:53 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Minority-Owned Business,,,Mon May 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 28 2021 04:08:18 GMT-0400 (Eastern Daylight Time),Fri May 06 2022 10:48:06 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:01:49 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1220.0,Adams,Berkshire,42.396128,-73.209889,Western MA,,MA,42.633501,-73.11376,,3/22/2024,INDICA LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284664,Botanica LLC,Somerville,2145.0,,,620 Broadway,,Somerville,MA,2145,POINT (-71.275566 42.459085),POINT (-71.109705 42.398747),31 Rogers Ave,,Somerville,MA,2144,83-4099185,MRN284664,Tue Nov 08 2022 19:35:54 GMT-0500 (Eastern Standard Time),Mon Jun 06 2022 13:47:04 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Tue May 24 2022 10:35:38 GMT-0400 (Eastern Daylight Time),Wed Nov 16 2022 12:24:17 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:05:55 GMT-0500 (Eastern Standard Time),Tue Mar 07 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10235.0,2145.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.398747,-71.109705,,3/22/2024,Botanica LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,1/12/2024,COMPLETE,MR284806,"Hoop City Ventures, LLC",Monson,1057.0,,,399 Boston Road West,,Monson,MA,1057,POINT (-72.571312 42.12756),POINT (-72.370767 42.1539110),99 SOUTH MAIN STREET,,FALL RIVER,MA,2721,86-1708812,MRN284806,Wed May 10 2023 16:57:47 GMT-0400 (Eastern Daylight Time),Tue Apr 04 2023 13:03:08 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 03 2022 16:24:47 GMT-0400 (Eastern Daylight Time),Fri May 19 2023 15:01:59 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 11:36:57 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1057.0,Monson,Hampden,42.12756,-72.571312,Western MA,,MA,42.153911,-72.370768,,3/22/2024,"Hoop City Ventures, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/4/2021,COMPLETE,MR282703,HOLYOKE 420 LLC,Holyoke,1040.0,,,100 STATE STREET,9TH FLOOR,BOSTON,MA,2109,POINT (-72.571312 42.12756),POINT (-72.604607 42.204729),380 Dwight Street,Suite 3,Holyoke,MA,1040,84-1956595,MRN282703,Mon Mar 09 2020 21:47:23 GMT-0400 (Eastern Daylight Time),Fri Feb 21 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 09 2019 21:38:52 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:01:03 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,Suite 3,MA,42.204729,-72.604608,,3/22/2024,HOLYOKE 420 LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR281621,Debilitating Medical Condition Treatment Centers,Whately,1373.0,,,7 River Rd,,Whately,MA,1093,POINT (-72.573941 42.587072),POINT (-72.614046 42.470101),7 RIver Rd,,Whately,MA,1093,46-3448063,MRN281621,Fri Jul 22 2022 13:42:11 GMT-0400 (Eastern Daylight Time),Wed Feb 16 2022 12:56:04 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201977,RP201977,Not a DBE,,,,Wed Jun 20 2018 11:31:51 GMT-0400 (Eastern Daylight Time),Mon Aug 08 2022 10:23:07 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:39:35 GMT-0500 (Eastern Standard Time),,,1500.0,,1373.0,South Deerfield,Franklin,42.587072,-72.573941,,,MA,42.470101,-72.614047,,3/22/2024,Debilitating Medical Condition Treatment Centers,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284925,"CommCan, Inc.",Mansfield,2084.0,,,"730 Main St., Suite 2A",,Millis,MA,2054,,POINT (-71.246059 42.0253780),"730 Main St., Suite 2A",,Millis,MA,2054,47-4619040,MRN284925,Wed Oct 25 2023 10:40:17 GMT-0400 (Eastern Daylight Time),Thu Jun 29 2023 16:19:25 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201907,RP201907,Woman-Owned Business,,,,Thu Apr 20 2023 08:10:44 GMT-0400 (Eastern Daylight Time),Thu Oct 26 2023 13:23:50 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 14:27:52 GMT-0500 (Eastern Standard Time),Thu Dec 28 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 28 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,,,,,,,,MA,42.025378,-71.246059,,3/22/2024,"CommCan, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,4/17/2019,COMPLETE,MR281271,"Silver Therapeutics, Inc.",Williamstown,1267.0,,,"82 Wendell Ave, Suite 100",,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.184549 42.7026120),89 Court Street,,Saratoga Springs,NY,12866,82-1894711,MRN281271,Fri Jun 29 2018 13:58:13 GMT-0400 (Eastern Daylight Time),Mon May 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 17 2018 11:35:00 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201854,RPA201854,Not a DBE,,,Thu Mar 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Wed Apr 18 2018 19:56:14 GMT-0400 (Eastern Daylight Time),Thu Jul 05 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 11:58:53 GMT-0500 (Eastern Standard Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 22 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1267.0,Williamstown,Berkshire,42.396128,-73.209889,Western MA,,MA,42.702612,-73.184549,,3/22/2024,"Silver Therapeutics, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,4/8/2022,COMPLETE,MR281626,Home Grown 617 LLC,Cambridge,2139.0,,,"580 Massachusetts Ave Cambridge, MA",,Cambridge,MA,2139,POINT (-71.275566 42.459085),POINT (-71.102801 42.3646749),"580 Massachusetts Ave Cambridge, MA",,Cambridge,MA,2139,84-3236808,MRN281626,Wed Feb 10 2021 14:13:56 GMT-0500 (Eastern Standard Time),Tue Jan 12 2021 13:06:04 GMT-0500 (Eastern Standard Time),Mon May 03 2021 18:39:41 GMT-0400 (Eastern Daylight Time),True,yes,EE201972,APPROVED,EE201972,EEA201972,,,,Not a DBE,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 20 2018 21:42:40 GMT-0400 (Eastern Daylight Time),Thu Feb 11 2021 13:42:45 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:53:45 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2139.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.364675,-71.102802,SE303793,3/22/2024,Home Grown 617 LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MR284346,"House of Ermias, LLC",Chelsea,2150.0,,,267 Broadway,,Chelsea,MA,2150,POINT (-71.073493 42.334948),POINT (-71.037291 42.3907719),267 Broadway,,Chelsea,MA,2150,87-2864295,MRN284346,Mon Nov 14 2022 12:46:06 GMT-0500 (Eastern Standard Time),Wed Dec 01 2021 14:03:37 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:43:06 GMT-0500 (Eastern Standard Time),True,yes,SE305269,,,,,,,Not a DBE,,,,Wed Jul 28 2021 15:44:33 GMT-0400 (Eastern Daylight Time),Tue Nov 15 2022 14:22:41 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:11:10 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat May 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2150.0,Chelsea,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.390772,-71.037292,SE305269,3/22/2024,"House of Ermias, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284916,"Chill & Bliss, LLC",Whitman,2382.0,,,800 Hingham St.,,Rockland,MA,2370,POINT (-70.818958 41.978877),POINT (-70.925572 42.0832759),800 Hingham St.,,Rockland,MA,2370,92-3353187,MRN284916,Wed Nov 15 2023 11:33:57 GMT-0500 (Eastern Standard Time),Wed Oct 18 2023 12:03:43 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Woman-Owned Business,,,,Fri Apr 07 2023 10:53:08 GMT-0400 (Eastern Daylight Time),Mon Nov 27 2023 10:12:16 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 14:55:32 GMT-0500 (Eastern Standard Time),,,1500.0,,2382.0,Whitman,Plymouth,41.978877,-70.818958,Southeast and Cape,Units 5A and 5B,MA,42.083276,-70.925572,,3/22/2024,"Chill & Bliss, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,,COMPLETE,MR282581,"The Haven Center, Inc.",Fall River,2723.0,,,245 Route 6A,,Orleans,MA,2653,POINT (-71.102131 41.778329),POINT (-71.134255 41.6903099),245 Route 6A,,Orleans,MA,2653,47-4353074,MRN282581,Tue May 07 2019 12:11:41 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 20 2020 16:54:11 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201922,RP201922,Not a DBE,,,,Sun Apr 07 2019 13:08:31 GMT-0400 (Eastern Daylight Time),Thu Sep 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:39:38 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Nov 09 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,2723.0,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.69031,-71.134256,,3/22/2024,"The Haven Center, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/11/2022,COMPLETE,MR282668,"Harmony of MA, Inc.",West Boylston,1583.0,,,40 Nouvelle Way,Unit N947,Natick,MA,1760,POINT (-71.840209 42.329642),POINT (-71.772166 42.3398189),40 Nouvelle Way,Unit N947,Natick,MA,1760,83-2551679,MRN282668,Mon Nov 18 2019 11:17:47 GMT-0500 (Eastern Standard Time),Tue Nov 05 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 20 2020 18:22:51 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 01 2019 10:05:03 GMT-0400 (Eastern Daylight Time),Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:19:42 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Feb 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1583.0,West Boylston,Worcester,42.329642,-71.840209,Central MA,,MA,42.339819,-71.772167,,3/22/2024,"Harmony of MA, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282659,"Metro Harvest, Inc.",New Bedford,2745.0,,,292 Bedford St.,,Bridgewater,MA,2324,POINT (-71.102131 41.778329),POINT (-70.939141 41.6785429),292 Bedford St.,,Bridgewater,MA,2324,83-4383388,MRN282659,Thu Mar 05 2020 20:06:42 GMT-0500 (Eastern Standard Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,,Sun Apr 28 2019 20:48:49 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:34:02 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2745.0,New Bedford,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.678543,-70.939141,,3/22/2024,"Metro Harvest, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,3/13/2023,COMPLETE,MR283997,"Discern'd Cannabis Purveyors, Inc.",Grafton,1519.0,,,130 Worcester Street,,North Grafton,MA,1536,POINT (-71.840209 42.329642),POINT (-71.704790 42.2242719),4 Elizabeth Street,,North Grafton,MA,1536,85-4085177,MRN283997,Wed Jan 13 2021 14:05:07 GMT-0500 (Eastern Standard Time),Tue Jan 05 2021 09:46:54 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 16:31:56 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Minority-Owned Business,,,Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Dec 28 2020 13:16:08 GMT-0500 (Eastern Standard Time),Thu Jan 14 2021 11:57:14 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:52:08 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1519.0,Grafton,Worcester,42.329642,-71.840209,Central MA,,MA,42.224272,-71.70479,,3/22/2024,"Discern'd Cannabis Purveyors, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/8/2023,COMPLETE,MR284117,East Boston Local Roots LLC,Boston,2128.0,,,1006 Bennington Street,,East Boston,MA,2128,POINT (-71.073493 42.334948),POINT (-71.006660 42.3869570),1006 Bennington Street,,East Boston,MA,2128,83-3438581,MRN284117,Fri Jun 04 2021 10:23:27 GMT-0400 (Eastern Daylight Time),Thu Jun 03 2021 15:29:21 GMT-0400 (Eastern Daylight Time),Mon Jan 10 2022 22:14:47 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 22 2021 12:39:26 GMT-0500 (Eastern Standard Time),Fri Aug 20 2021 10:01:18 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:07:32 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 12 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2128.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.386957,-71.006661,,3/22/2024,East Boston Local Roots LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR282740,"Ganesh Wellness, Inc.",Salisbury,1952.0,,,47 High Street,Suite 432,Medford,MA,2155,POINT (-70.970827 42.635475),POINT (-70.873185 42.8655630),62 Church Hill Rd,,Newtown,CT,6470,82-4520628,MRN282740,Tue May 26 2020 16:47:35 GMT-0400 (Eastern Daylight Time),Wed Dec 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Mon May 27 2019 15:00:22 GMT-0400 (Eastern Daylight Time),Thu Jun 11 2020 14:11:31 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:55:29 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1952.0,Salisbury,Essex,42.635475,-70.970827,Northeast,,MA,42.865563,-70.873185,,3/22/2024,"Ganesh Wellness, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/12/2020,COMPLETE,MR281571,"Ipswich Pharmaceutical Associates, Inc.",Rowley,1969.0,,,116 Newburyport Turnpike,,Rowley,MA,1969,POINT (-70.970827 42.635475),POINT (-70.911295 42.7008709),53 Town Farm Road,,Ipswich,MA,1938,90-1007354,MRN281571,Fri May 24 2019 15:40:47 GMT-0400 (Eastern Daylight Time),Tue Oct 16 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 20 2019 12:24:52 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201928,RPA201928,Disability-Owned Business | Veteran-Owned Business,,,Thu Feb 06 2020 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 08 2018 15:47:52 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2019 11:40:42 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1969.0,Rowley,Essex,42.635475,-70.970827,Northeast,,MA,42.700871,-70.911296,,3/22/2024,"Ipswich Pharmaceutical Associates, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,FINAL LICENSE,,COMPLETE,MR283511,Charles River Remedies LLC,Cambridge,2138.0,,,31 Church Street,,Cambridge,MA,2138,POINT (-71.275566 42.459085),POINT (-71.120215 42.374468),907 Massachusetts Avenue,,Cambridge,MA,2139,84-3317990,MRN283511,Fri Apr 23 2021 12:47:58 GMT-0400 (Eastern Daylight Time),Mon Mar 29 2021 13:08:20 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 14:02:39 GMT-0400 (Eastern Daylight Time),True,yes,EE202148,APPROVED,EE202148,EE202148,,,,Not a DBE,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 07 2020 15:02:08 GMT-0400 (Eastern Daylight Time),Mon May 03 2021 09:51:30 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:51:01 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2138.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.374468,-71.120215,SE304354,3/22/2024,Charles River Remedies LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284123,"Flying Goose, LLC",Douglas,1516.0,,,286 Webster Street,,Douglas,MA,1516,POINT (-71.840209 42.329642),POINT (-71.815540 42.0546750),286 Webster Street,,Douglas,MA,1516,84-4550231,MRN284123,Mon Sep 13 2021 15:51:28 GMT-0400 (Eastern Daylight Time),Fri Jul 30 2021 09:46:05 GMT-0400 (Eastern Daylight Time),Mon Jun 06 2022 09:15:31 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Wed Feb 24 2021 10:00:10 GMT-0500 (Eastern Standard Time),Tue Oct 05 2021 15:28:57 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:33:11 GMT-0500 (Eastern Standard Time),Mon Jun 06 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 06 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1516.0,Douglas,Worcester,42.329642,-71.840209,Central MA,,MA,42.054675,-71.815541,,3/22/2024,"Flying Goose, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,11/17/2022,COMPLETE,MR284547,Elevated Roots II LLC,Halifax,2338.0,,,319 Monponsett Street,,Halifax,MA,2338,POINT (-70.818958 41.978877),POINT (-70.844089 41.9967770),319 Monponsett Street,,Halifax,MA,2338,87-3372445,MRN284547,Fri Mar 04 2022 13:03:24 GMT-0500 (Eastern Standard Time),Fri Jan 07 2022 12:51:10 GMT-0500 (Eastern Standard Time),Thu Jul 28 2022 16:22:33 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Dec 28 2021 12:36:32 GMT-0500 (Eastern Standard Time),Fri Mar 11 2022 09:19:03 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:12:50 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jul 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2338.0,Halifax,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,41.996777,-70.84409,,3/22/2024,Elevated Roots II LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,11/14/2023,COMPLETE,MR284521,"CastleLeaf, LLC",Boston,2135.0,,,100 Leo M. Birmingham Parkway,,Boston,MA,2135,POINT (-71.073493 42.334948),,100 Leo M. Birmingham Parkway,,Boston,MA,2135,84-2851451,MRN284521,Wed Sep 14 2022 14:15:53 GMT-0400 (Eastern Daylight Time),Tue Dec 28 2021 09:01:30 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 29 2021 10:13:44 GMT-0500 (Eastern Standard Time),,Thu Sep 15 2022 12:47:56 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 19 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2135.0,Brighton,Suffolk,42.334948,-71.073493,,,MA,,,,3/22/2024,"CastleLeaf, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
