license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License #,Address,Residual Solvents,Microbials,Mycotoxins,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402-00157,JMC ENTERPRISES INC,Fremont County Cannabis,1505 Elm Avenue,Canon City,81212,2023-04-02,Stores,Adult-Use,,,,,,,402-00157,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 275-1000,,,1505 Elm Ave,Fremont County,38.42522599999999,-105.212581,http://www.fremontcountycannabis.com/
402-01331,MAGGIES FARM LLC,Maggie's Farm,332 Bent Avenue,Las Animas,81054,2023-04-02,Stores,Adult-Use,,,,,,,402-01331,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 223-9799,,,332 Bent Ave,Bent County,38.0695746,-103.2195067,https://maggiesfarmmarijuana.com/
402-00755,MAGGIES FARM LLC,Maggie's Farm,1420 South Nevada Avenue,Colorado Springs,80905,2023-04-02,Stores,Adult-Use,,,,,,,402-00755,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 328-0420,,,1420 S Nevada Ave,El Paso County,38.8128665,-104.8227291,https://maggiesfarmmarijuana.com/locations/colorado-springs-south/?utm_source=google&utm_medium=organic&utm_campaign=gmb-menu
402-00869,ACADEMY OF THE HEALING ARTS LLC,High Valley Healing Alamosa,"0711 West Highway 160, Suite B",Alamosa,81101,2023-04-02,Stores,Adult-Use,,,,,,,402-00869,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 206-3345,,,711 US-160 B,Alamosa County,37.5312576,-106.0260086,
402-00484,PNP VENTURES LLC,HEADMASTER,3410 North Prospect Street,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00484,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 694-8000,,,319 Bonfoy Ave,El Paso County,38.83797089999999,-104.7927236,
402-00989,IGADI LTD,Igadi,"72399 US Highway 40, Unit B",Tabernash,80478,2023-04-02,Stores,Adult-Use,,,,,,,402-00989,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 536-0420,,,72399 US-40,Grand County,39.9920547,-105.8381486,https://igadiltd.com/tabernash?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=tabernash
402-01371,A AND M ENTERPRISES LLC,Backstage Grass LLC,117 Greydene Avenue,Canon City,81212,2023-04-02,Stores,Adult-Use,,,,,,,402-01371,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 285-8607,,,117 Greydene Ave,Fremont County,38.4473595,-105.2112306,http://backstagegrass.rocks/
402-01319,RESERVE 1 MANITOU LLC,Emerald Fields,27 Manitou Avenue,Manitou Springs,80829,2023-04-02,Stores,Adult-Use,,,,,,,402-01319,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 375-0554,,,27 Manitou Ave,El Paso County,38.856904,-104.890047,https://emeraldfields.com/locations/manitou-springs-marijuana-dispensary/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=manitou%20springs
402-00642,B WELL LLC,None,"5420 Arapahoe Avenue, Suite F",Boulder,80303,2023-04-02,Stores,Adult-Use,,,,,,,402-00642,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 449-0874,,,1100 28th St UNIT 200,Boulder County,40.0074347,-105.2581293,http://bovasmarket.com/
402-00452,I & S LLC,SILVER STEM FINE CANNABIS,1086 West Littleton Boulevard,Littleton,80120,2023-04-02,Stores,Adult-Use,,,,,,,402-00452,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 627-5091,,,1086 W Littleton Blvd,Arapahoe County,39.6129201,-105.000189,https://silverstemcannabis.com/order-now/shop/littleton-rec
402-00975,COLORADO DISTRIBUTING LLC,The Dispo,893 East Enterprise Drive,Pueblo West,81007,2023-04-02,Stores,Adult-Use,,,,,,,402-00975,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 873-8286,,,893 E Enterprise Dr,Pueblo County,38.3258283,-104.7052075,https://the-dispo.business.site/
402-00186,GREEN PHARM LLC,Green Pharm,325 Delaware Drive,Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-00186,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 598-8245,,,4335 N Academy Blvd #100,El Paso County,38.89547419999999,-104.7589657,https://www.greenpharmco.com/
402-00137,LIVWELL XVI LLC,LivWell,3460 West 32nd Avenue,Denver,80211,2023-04-02,Stores,Adult-Use,,,,,,,402-00137,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 997-7130,,,3460 W 32nd Ave,Denver County,39.76195200000001,-105.033699,https://livwell.com/locations/colorado/highlands-denver
402-00806,FOX STREET WELLNESS LLC,Fox Cannabis,4773 North Fox Street,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402-00806,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 881-7460,,,4773 Fox St,Denver County,39.7832549,-104.994825,
402-00977,RJJ SHERIDAN LLC,Native Roots Littleton,7870 West Quincy Avenue,Denver,80123,2023-04-02,Stores,Adult-Use,,,,,,,402-00977,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 933-4372,,,7870 W Quincy Ave,Jefferson County,39.6382806,-105.0848056,https://nativerootscannabis.com/locations/littleton-marijuana-dispensary
402-00976,BIG RIVER BEND LLC,Unity RD. Cannabis Shop,"1537 Pearl Street, Suite B",Boulder,80302,2023-04-02,Stores,Adult-Use,,,,,,,402-00976,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 287-0645,,,1537 Pearl St Unit B,Boulder County,40.0190433,-105.2751846,https://www.unityrd.com/locations/co/boulder/1537pearlst
402-01023,MODERN MEDICINE LLC,Altitude Organic Medicine,6755 North Academy Boulevard,Colorado Springs,80918,2023-04-02,Stores,Adult-Use,,,,,,,402-01023,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 203-4918,,,6755 N Academy Blvd,El Paso County,38.929129,-104.7930274,https://altitudeorganic.com/medical/academy-blvd/
402-00773,GATSBY HOLDINGS LLC,Billo,3150 Ingles Lane,Steamboat Springs,80487,2023-04-02,Stores,Adult-Use,,,,,,,402-00773,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 879-4420,,,3150 Ingles Ln,Routt County,40.448862,-106.8152269,https://mybillo.com/steamboat-springs-dispensary-billo
402-00281,RME GROUP LLC,AFFINITY,7739 East Colfax Avenue,Denver,80220,2023-04-02,Stores,Adult-Use,,,,,,,402-00281,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 479-8458,,,7739 E Colfax Ave,Denver County,39.7404635,-104.8979828,https://affinitydispensary.com/
402-00874,PG RETAIL I LLC,Nature's Medicine,10575 Melody Drive Suite 101,Northglenn,80234,2023-04-02,Stores,Adult-Use,,,,,,,402-00874,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 389-5062,,,10575 Melody Dr #102,Adams County,39.8881992,-104.9937896,http://www.naturesmedicinecolorado.com/
402-00419,CANNABIS CARE WELLNESS CENTERS LLC,Smokey's,2515 7th Avenue Unit A,Garden City,80631,2023-04-02,Stores,Adult-Use,,,,,,,402-00419,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 515-5839,,,2515 7th Ave,Weld County,40.3968502,-104.6900915,https://www.smokeys420.com/
402-00978,ASCEND LITTLETON LLC,Ascend Cannabis Co.,5231 South Santa Fe Drive,Littleton,80120,2023-04-02,Stores,Adult-Use,,,,,,,402-00978,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 794-5254,,,5231 S Santa Fe Dr #100,Arapahoe County,39.6221328,-105.0156568,http://www.ascendcannabisco.com/
402-00972,RJJ EDGEWATER LLC,Native Roots Edgewater,5610 West 20th Avenue,Edgewater,80214,2023-04-02,Stores,Adult-Use,,,,,,,402-00972,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 476-4856,,,5610 W 20th Ave,Jefferson County,39.74737,-105.0582741,https://nativerootscannabis.com/locations/edgewater-marijuana-dispensary
402-00887,NATURAL ALTERNATIVES FOR HEALTH CORP,None,6712 South College Avenue,Fort Collins,80525,2023-04-02,Stores,Adult-Use,,,,,,,402-00887,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 229-6161,,,3300 S College Ave Suite 180,Larimer County,40.5414059,-105.0764181,https://www.nothingbundtcakes.com/?bakery=206?utm_source=gbplisting&utm_medium=organic&utm_campaign=website_link
402-00306,ABUNDANT HEALTH DENVER LLC,Herban Underground,"70 North Broadway, Suite 50",Denver,80203,2023-04-02,Stores,Adult-Use,,,,,,,402-00306,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 343-4372,,,70 Broadway #50,Denver County,39.7178663,-104.987312,http://www.herbanunderground.com/
402-00049,COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,1233 West Alameda Avenue,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402-00049,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 941-9333,,,1233 W Alameda Ave,Denver County,39.7114805,-105.0023406,https://rockymountainhigh.co/locations/alameda/menu
402-01072,MODERN MEDICINE LLC,Altitude Organic Medicine,2354 East Platte Avenue,Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-01072,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 344-5121,,,2354 E Platte Ave,El Paso County,38.83769299999999,-104.7844943,https://altitudeorganic.com/medical/home/
402-01065,HOLLISTER & BLACKSMITH INC,Naturaleaf,"2727 Palmer Park Boulevard, Unit D",Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-01065,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 368-7800,,,2727 Palmer Park Blvd D,El Paso County,38.8538465,-104.7781696,https://www.thenaturaleaf.com/naturaleaf-central/
402-00352,PND LLC,A Cut Above,1150 East Fillmore Street,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00352,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 434-1665,,,1150 E Fillmore St,El Paso County,38.87452800000001,-104.8057148,https://weedmaps.com/dispensaries/a-cut-above-colorado-springs
402-01064,CG INDUSTRY LLC,CROSS GENETICS,"4902 East Smith Road, Unit C",Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402-01064,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 916-9992,,,4902 Smith Rd Unit C,Denver County,39.7753366,-104.9297738,http://crossgenetics.com/
402-00242,HIGH MOUNTAIN MEDZ LLC,Levity Wellness,426 West Fillmore Street,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00242,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 266-5463,,,426 W Fillmore St,El Paso County,38.8765755,-104.828902,http://levitywellness.com/
402-01300,N&G ENTERPRISES LLC,Cookies Commerce City,5385 Quebec Street,Commerce City,80022,2023-04-02,Stores,Adult-Use,,,,,,,402-01300,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 780-8865,,,5385 Quebec St,Adams County,39.79328599999999,-104.9041645,https://www.cookiescommercecity.com/
402-00443,TERPS LLC,Terps,"1000 West Fillmore Street, Suite 105",Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00443,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 354-4434,,,1000 W Fillmore St #105,El Paso County,38.8766753,-104.8394705,http://terps-dispensary-co-springs.wm.store/
402-00681,SWEETWATER PARTNERS LLC,Good Chemistry,1724 South Broadway,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402-00681,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 733-3113,,,1724 S Broadway,Denver County,39.6852239,-104.9873599,https://goodchem.org/locations/
402-01092,THE EPIC REMEDY LLC,The ER,3995 North Academy Boulevard,Colorado Springs,80917,2023-04-02,Stores,Adult-Use,,,,,,,402-01092,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 638-3000,,,2770 N Powers Blvd,El Paso County,38.87328900000001,-104.7208869,https://www.uchealth.org/locations/emergency-room-colorado-springs-powers/
402-00953,ANIMAS HERBAL WELLNESS CENTER INC,Prohibition Herb,1185 Camino Del Rio,Durango,81301,2023-04-02,Stores,Adult-Use,,,,,,,402-00953,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 385-8622,,,1185 Camino Del Rio,La Plata County,37.27673619999999,-107.881648,https://prohibitionherb.com/
402-01070,RJJ SANTA FE LLC,Native Roots Santa Fe,"2645 South Santa Fe Drive, Units D & E",Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402-01070,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 428-8050,,,2645 S Santa Fe Dr ste d & e,Denver County,39.6680301,-104.9965057,https://nativerootscannabis.com/locations/santa-fe-south-denver-marijuana-dispensary
402-01030,SMOKED COLORADO INC,Mighty Tree,2268 South Delaware Street,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402-01030,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 642-9600,,,2268 S Delaware St,Denver County,39.67547709999999,-104.9920624,https://www.mightytreeco.com/
402-00051,COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,"1538 Wazee Street, Suite 100",Denver,80202,2023-04-02,Stores,Adult-Use,,,,,,,402-00051,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 623-7247,,,1538 Wazee St #100,Denver County,39.75069269999999,-105.0003934,https://rockymountainhigh.co/
402-00883,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,"1750 30th Street, Unit 84B",Boulder,80301,2023-04-02,Stores,Adult-Use,,,,,,,402-00883,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 741-6111,,,1750 30th St 84A & B,Boulder County,40.01730959999999,-105.2526539,https://www.magnoliaroadcc.com/
402-01111,THE EPIC REMEDY LLC,The ER,2712 East Fountain Boulevard,Colorado Springs,80910,2023-04-02,Stores,Adult-Use,,,,,,,402-01111,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 365-6820,,,1400 E Boulder St,El Paso County,38.8397642,-104.7994092,https://www.uchealth.org/locations/uchealth-emergency-department-memorial-hospital-central/
402-01119,AF INC,Apothecary Farms,3049 Delta Drive,Colorado Springs,80910,2023-04-02,Stores,Adult-Use,,,,,,,402-01119,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 822-0420,,,3049 Delta Dr,El Paso County,38.795312,-104.7773528,http://www.aextracts.com/
402-00043,DENVER COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,"990 West 6th Avenue, Suite 5",Denver,80204,2023-04-02,Stores,Adult-Use,,,,,,,402-00043,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 623-7247,,,1538 Wazee St #100,Denver County,39.75069269999999,-105.0003934,https://rockymountainhigh.co/
402-00970,LIGHTSHADE LABS LLC,Lightshade,1126 South Sheridan Boulevard,Denver,80232,2023-04-02,Stores,Adult-Use,,,,,,,402-00970,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 630-2810,,,1126 S Sheridan Blvd,Jefferson County,39.6960061,-105.0528611,https://lightshade.com/dispensaries/sheridan-denver/?utm_medium=organic&utm_source=gbp&utm_campaign=website
402-01089,CANNAJUANA LLC,None,1155 South Cherokee Street,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402-01089,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402-00847,DENCO LLC,None,"3480 Park Avenue West, Unit B",Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402-00847,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402-00299,GM 4401 LLC,Elite Cannabis,4401 North Zenobia Street,Denver,80212,2023-04-02,Stores,Adult-Use,,,,,,,402-00299,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 550-8339,,,4401 Zenobia St,Denver County,39.77669350000001,-105.0525679,https://elite-canna.com/
402-00399,NUVUE PHARMA LLC,None,"1842 South Parker Road, Unit 18",Denver,80231,2023-04-02,Stores,Adult-Use,,,,,,,402-00399,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 755-0127,,,7405 E Hampden Ave,Denver County,39.6535416,-104.9022286,https://www.raisingcanes.com/locations/c461
402-00870,DENCO LLC,None,5155 East 46th Avenue,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402-00870,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402-01337,ALPINE ESSENTIALS LLC,Alpine Essentials,850 A & B Commercial Lane,Palmer Lake,80133,2023-04-02,Stores,Adult-Use,,,,,,,402-01337,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 375-1134,,,850 Commercial Ln,El Paso County,39.1018894,-104.8788103,http://alpinemj.com/
402-00938,DENCO LLC,None,922 East Kimble Drive,Pueblo West,81007,2023-04-02,Stores,Adult-Use,,,,,,,402-00938,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(833) 797-7767,,,448 S McCulloch Blvd Ste 48,Pueblo County,38.3178709,-104.7487766,https://pueblowestsecurity.com/
402-00815,GM CO SPRINGS LLC,Golden Meds,329 East Pikes Peak Avenue,Colorado Springs,80903,2023-04-02,Stores,Adult-Use,,,,,,,402-00815,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 630-5075,,,329 E Pikes Peak Ave,El Paso County,38.8335381,-104.818528,https://goldenmedsco.com/location-colorado-springs/
402-00125,BLUEGRASS WELLNESS INC,Briargate Wellness Center,"890 Dublin Boulevard, Suite C",Colorado Springs,80918,2023-04-02,Stores,Adult-Use,,,,,,,402-00125,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 598-3510,,,890 Dublin Blvd suite c,El Paso County,38.9264864,-104.8105254,https://weedmaps.com/dispensaries/briargate-wellness-center-llc
402-00383,THE EPIC REMEDY LLC,The ER,1202 East Fillmore Street,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00383,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 776-5000,,,2222 N Nevada Ave,El Paso County,38.86601749999999,-104.8216964,https://www.centura.org/location/penrose-hospital?utm_source=yext&utm_medium=organic&utm_campaign=location&utm_term=PENROSE_HOSPTIAL&utm_content=facilities_landing_page
402-01264,MHFS LLC,Good Chemistry,2563 15th Street Suite 103,Denver,80211,2023-04-02,Stores,Adult-Use,,,,,,,402-01264,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 328-2131,,,2563 15th St #103,Denver County,39.7582865,-105.0114351,https://goodchem.org/
402-00170,SBUD LLC,Star Buds,1640 East Evans Avenue,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402-00170,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 975-6485,,,1640 E Evans Ave,Denver County,39.6783397,-104.9678174,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-du?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=DU
402-00330,JOIS LLC,SILVER STEM FINE CANNABIS,3702 West Quincy Avenue,Denver,80236,2023-04-02,Stores,Adult-Use,,,,,,,402-00330,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 734-0420,,,3702 W Quincy Ave,Denver County,39.6381937,-105.035647,https://silverstemcannabis.com/dispensaries/Denver-Southwest
402-00867,CG INDUSTRY LLC,CROSS GENETICS,2440 West Evans Avenue,Denver,80219,2023-04-02,Stores,Adult-Use,,,,,,,402-00867,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 936-0624,,,2440 W Evans Ave,Denver County,39.67839819999999,-105.0169169,https://www.crossgenetics.com/
402-00549,INDY 3 LLC,INDISPENSARY,"3111 North Stone Avenue, Unit 100 ",Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00549,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 473-6175,,,3111 N Stone Ave # 100,El Paso County,38.8771878,-104.8152755,
402-00693,KARMACEUTICALS LLC,Karmaceuticals,4 South Santa Fe Drive,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402-00693,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 765-2762,,,4 S Santa Fe Dr,Denver County,39.71642749999999,-104.9981929,https://www.goodkarmadenver.com/
402-00875,DR RELEAF INC,None,2639 East Willamette Avenue,Colorado Springs,80909,2023-04-02,Stores,Adult-Use,,,,,,,402-00875,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 591-2609,,,3700 Galley Rd,El Paso County,38.84727789999999,-104.7595781,http://www.elifenetwork.com/
402-00349,ERINCARE LLC,The Treehouse,34 Buchanan Street,Colorado Springs,80907,2023-04-02,Stores,Adult-Use,,,,,,,402-00349,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 354-4983,,,34 Buchanan St,El Paso County,38.8780901,-104.8241598,https://weedmaps.com/dispensaries/the-treehouse-2
402-00698,HERBAL WELLNESS LLC,herbal wellness llc,"400 West South Boulder Road, Suite 2700",Lafayette,80026,2023-04-02,Stores,Adult-Use,,,,,,,402-00698,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 665-5599,,,400 W South Boulder Rd #2700,Boulder County,39.9858484,-105.0951171,http://www.herbalwellnessco.com/
402-00981,GREEN KIWI 2 LLC,LivWell,706 East 17th Avenue Suite 102,Denver,80203,2023-04-02,Stores,Adult-Use,,,,,,,402-00981,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 952-9150,,,706 E 17th Ave Suite 102,Denver County,39.7431387,-104.9785067,https://livwell.com/locations/colorado/uptown-denver
402-01140,RJJ TEJON LLC,Native Roots Tejon,1433 South Tejon Street,Colorado Springs,80905,2023-04-02,Stores,Adult-Use,,,,,,,402-01140,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 434-7739,,,1433 S Tejon St,El Paso County,38.8127764,-104.8243286,https://nativerootscannabis.com/locations/tejon-marijuana-dispensary-and-CBD-wellness
402-00894,LIVWELL II LLC,LivWell,570 North Murray Boulevard,Colorado Springs,80915,2023-04-02,Stores,Adult-Use,,,,,,,402-00894,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 574-8443,,,570 N Murray Blvd,El Paso County,38.8412301,-104.7484141,https://livwell.com/locations/colorado/murray-colo-springs
