license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date,business_phone,premise_street_address,business_website,premise_latitude,premise_longitude,premise_county,details_url,Street,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,phone_number,ccclastupdated,application_status,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,establishment_zipcode,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,cnb_deemed_complete_date,application_approved_date,lic_start_date,pmt_amount,lic_fee_amount,town,county_lat,county_long,region,cccupdatedate,establishment_address_2,establishment_state,approved_se_number,Medical ,adult_use,county,medical,CEID,LicenseStatus,analyses,cultivator,retailer
00000060ESTV86857950,182,Total Health & Wellness Inc,Marijuana Establishment,Operating,,Total Health & Wellness Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Total Health & Wellness Inc,Glendale,85308,"Email
chaa80@ayrwellness.com",,2023-12-17T10:44:05.273777,(602) 903-3665,6676 W Bell Rd,,33.638454981591,-112.202124443484,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000021ESQX24132908,183,Oasis,Marijuana Establishment,Operating,,Total Health & Wellness Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,6/22/2022,Total Health & Wellness Inc,Chandler,85226,"Email
compliance@storypartners.com",,2023-12-17T10:44:05.273777,(480) 626-7333,17006 S Weber Dr,,33.292583193173286,-111.96997792163398,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000029LRCXG19240160,184,Transparent Labs LLC,Marijuana Laboratory,Operating,,Transparent Labs LLC,,,ADHS,Arizona Department of Health Services,Adult-Use,,,AZ,,,7/5/2023,Transparent Labs LLC,Phoenix,85006,"Email
edward@transparentlabsaz.com",,2023-12-17T10:44:05.273777,(480) 234-5488,1721 East Mcdowell Road,,33.4654476044073,-112.0445513222574,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000023LCKN74679269,185,Tree House Laboratories,Marijuana Laboratory,Operating,,Tree House Laboratories,,,ADHS,Arizona Department of Health Services,Adult-Use,,,AZ,,,12/28/2021,Tree House Laboratories,Scottsdale,85251,"Email
gt@28gorilla.com",,2023-12-17T10:44:05.273777,(248) 890-2098,6840 E Indian School Rd Ste. 100,,33.49510998627875,-111.93310503472252,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000129ESRG43839179,186,Uncle Harry Corp,Marijuana Establishment,Operating,,Uncle Harry Corp,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Prepare Edibles,,,AZ,,,3/7/2023,Uncle Harry Inc,Phoenix,85032,"Email
rumz2004@yahoo.com",,2023-12-17T10:44:05.273777,(818) 822-9888,17036 North Cave Creek Rd,,33.641144285838514,-112.030910174468,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000072ESRF58078256,187,The Good Dispensary,Marijuana Establishment,Operating,,Valley Healing Group Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Valley Healing Group Inc,Mesa,85202,"Email
valleyhealinggroup@gmail.com",,2023-12-17T10:44:05.273777,(480) 900-8042,1842 W Broadway Rd,,33.40767263611438,-111.87157538463244,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000085ESVF25061802,188,"Valley Of The Sun Medical Dispensary, Inc.",Marijuana Establishment,Operating,,"Valley Of The Sun Medical Dispensary, Inc.",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Valley Of The Sun Medical Dispensary Inc,Goodyear,85338,"Email
morromi@aol.com",,2023-12-17T10:44:05.273777,(623) 932-3859,16200 W Eddie Albert Way,,33.409160441889085,-112.40711731779098,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000043ESPE02331128,189,Zen Leaf Gilbert,Marijuana Establishment,Operating,,Vending Logistics Llc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,,,AZ,,,1/22/2023,Vending Logistics Llc,Mesa,85212,"Email
azlicensing@verano.holdings",,2023-12-17T10:44:05.273777,312-819-5061,5409 S Power Rd,,33.31766560823544,-111.6867976814356,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000063ESQI60809124,190,Medusa Farms,Marijuana Establishment,Operating,,Verde Dispensary Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,Verde Dispensary Inc,Unit A,86401,"Email
pobm@verdedispensary.com",,2023-12-17T10:44:05.273777,(928) 421-0020,3358 E Andy Devine Ave,,35.221866209405896,-114.0062890470295,Mohave County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000083ESGB09219996,191,White Mountain Health Center Inc,Marijuana Establishment,Operating,,White Mountain Health Center Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,1/22/2023,White Mountain Health Center Inc,Sun City,85351,"Email
operations@whitemountainhealthcenter.com",,2023-12-17T10:44:05.273777,(623) 374-4141,9420 W Bell Rd Ste 108,,33.638598,-112.2627375,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000069ESPV40435704,192,Whoa Qc Inc,Marijuana Establishment,Operating,,Whoa Qc Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,"Whoa Qc, Inc",Glendale,85308,"Email
whoaqc@curaleaf.com",,2023-12-17T10:44:05.273777,623-385-1310,5558 W. Bell Rd.,,33.63934401592209,-112.17909696147736,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000097ESKC38985532,193,Wickenburg Alternative Medicine Llc,Marijuana Establishment,Operating,,Wickenburg Alternative Medicine Llc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,"Wickenburg Alternative Medicine, Llc",El Mirage,85335,"Email
markskinnerfarms@gmail.com",,2023-12-17T10:44:05.273777,(623) 478-2233,12550 W Thunderbird Rd Ste 114b,,33.60903347908108,-112.3295535,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000168ESTBM41952754,194,Woodstock 1,Marijuana Establishment,Operating,,Woodstock 1,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,,,AZ,,,4/8/2022,Woodstock 1,El Mirage,85335,"Email
lsavila602@gmail.com",,2023-12-17T10:44:05.273777,602-980-1505,15235 North Dysart Road,,33.622404524881,-112.340378776351,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000111ESTX14447382,195,Yavapai Herbal Services Inc,Marijuana Establishment,Operating,,Yavapai Herbal Services Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Yavapai Herbal Services Inc,Phoenix,85034,"Email
yavapaiservices@gmail.com",,2023-12-17T10:44:05.273777,(602) 786-7988,702 East Buckeye Road,,33.437115849665,-112.06474223736,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000121ESBM38825533,196,Nirvana Center Dispensaries,Marijuana Establishment,Operating,,"Yavapai Herbal Services, Inc",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Yavapai Herbal Services Inc,Phoenix,85009,"Email
yavapaiservices@gmail.com",,2023-12-17T10:44:05.273777,(480) 378-6917,2 North 35th Avenue,,33.44829341091602,-112.13504595315784,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000145ESNP12373673,197,JARS Cannabis,Marijuana Establishment,Operating,,Yuma County Dispensary LLC,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,4/19/2023,Yuma County Dispensary LLC,Somerton,85350,"Email
ycd@mohavecannabis.com",,2023-12-17T10:44:05.273777,(928) 303-5906,3345 E County 15th St,,32.61058501089485,-114.64743601840335,Yuma County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000024ESUV84524312,198,Zonacare,Marijuana Establishment,Operating,,Zonacare,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Zonacare,Phoenix,85034,"Email
zonacare@curaleaf.com",,2023-12-17T10:44:05.273777,619-869-5090,14 S 41st Pl,,33.44733495559465,-111.99164665782764,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000128ESJI00619914,3,D2 Dispensary,Offsite Cultivation,Operating,"78125 Salome Rd., Salome, AZ 85348",46 Wellness Llc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,,,AZ,,,3/4/2023,46 Wellness Llc,Salome,85348,"Email
admin2@arizonadispense.com",,2023-12-17T10:44:05.273777,(520) 214-3232,78125 Salome Rd.,,32.20781901488445,-110.83938703445688,La Paz County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAsAAN&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000052ESLX15969554,6,Trulieve of Tatum,Offsite Cultivation,Operating,"143 N. Miami Drive, Miami, AZ 85539",Abedon Saiz Llc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,1/22/2023,Abedon Saiz Llc,Miami,85539,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,770-330-0831,143 N. Miami Drive,,33.638218871149334,-111.97741688786886,Gila County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAoAAN&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000006ESWX56565424,8,Harvest House of Cannabis,Offsite Cultivation,Operating,"12225 W Peoria Ave, Ste B, El Mirage, AZ 85385","Ad, Llc",,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,"Ad, Llc",Ste B,85385,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,770-330-0831,12225 W Peoria Ave,,33.495132511717834,-112.11544935780856,Maricopa County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAHAA3&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000142ESIL74759395,9,AGI Management LLC,Offsite Cultivation,Operating,"1508 W Joy Nevin Ave, Holbrook, AZ 86025",AGI Management LLC,,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,,,AZ,,,4/19/2023,AGI Management LLC,Holbrook,86025,"Email
jpham1099@yahoo.com",,2023-12-17T10:44:05.273777,480-234-2343,1508 W Joy Nevin Ave,,33.66262351148754,-114.23502316617676,Navajo County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000cRx7LAAS&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000033ESLY55591549,10,All Greens Inc,Offsite Cultivation,Operating,"1500 Navajo Blvd, Holbrook, AZ 86025",All Greens Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Cultivate Retail - Sell,,,AZ,,,7/20/2022,All Greens Inc,Holbrook,86025,"Email
jpham1099@yahoo.com",,2023-12-17T10:44:05.273777,(623) 214-0801,1500 Navajo Blvd,,33.63821352374622,-112.275927,Navajo County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9BAAV&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000067ESBS89254298,15,"Arizona Golden Leaf Wellness, Llc",Offsite Cultivation,Operating,"2380 East Medina Road, Tucson, AZ 85756","Arizona Golden Leaf Wellness, Llc",,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,,,AZ,,,8/8/2022,"Golden Leaf Wellness, Llc",Tucson,85756,"Email
goldenleafwellness@naturemedinc.com",,2023-12-17T10:44:05.273777,(520) 620-9123,2380 East Medina Road,,32.3376618126995,-111.0800782220449,Pima County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA9AAN&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000040ESDX57445071,26,Zen Leaf Chandler,Offsite Cultivation,Operating,"3400 W. Highway 287 Building A/B, Coolidge, AZ 85194","AZGM 3, LLC",,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,,,AZ,,,1/22/2023,Azgm 3 Inc,Coolidge,85194,"Email
azlicensing@verano.holdings",,2023-12-17T10:44:05.273777,312-819-5061,3400 W. Highway 287 Building A/B,,33.305379242050705,-111.96558385567546,Pinal County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAzAAN&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000022ESMC44584355,29,Sticky Saguaro,Offsite Cultivation,Operating,"1575 E 18th Ave, Apache Junction, AZ 85119","Border Health, Inc",,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Manufacture Retail - Cultivate Retail - Sell,,,AZ,,,1/22/2023,"Border Health, Inc",Apache Junction,85119,"Email
borderhealthmmj@gmail.com",,2023-12-17T10:44:05.273777,(602) 644-9188,1575 E 18th Ave,,33.220566000000005,-111.815775,Pinal County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TBAAA3&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000144ESQK21738687,34,Releaf,Offsite Cultivation,Operating,"2731 East Frontage Road, Tumacacori, AZ 85640",Cactus Bloom Facilities Management LLC,,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,,,AZ,,,4/19/2023,Cactus Bloom Facilities Management LLC,Tumacacori,85640,"Email
aarrbn@aol.com",,2023-12-17T10:44:05.273777,520-982-9212,2731 East Frontage Road,,31.53864902050171,-110.75776196585863,Santa Cruz County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bHlkSAAS&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000091ESHS96689917,39,Consume Cannabis,Offsite Cultivation,Operating,"3895 N Main St, Snowflake, AZ 85937","Compassionate Care Of AZ, Inc.",,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,7/25/2022,"Compassionate Care Of Az, Inc",Snowflake,85937,"Email
leonardd@verdantvp.com",,2023-12-17T10:44:05.273777,(928) 536-5151,3895 N Main St,,34.26112298120796,-110.02017602791086,Navajo County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAVAA3&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000127ESET80222360,40,Botanica,Offsite Cultivation,Operating,"3755 W Houser Rd., Eloy, AZ 85131",Copper State Herbal Center Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Cultivate Retail - Sell,,,AZ,,,8/8/2022,Copper State Herbal Center Inc,Eloy,85131,"Email
copperstatehc@live.com",,2023-12-17T10:44:05.273777,(520) 395-0230,3755 W Houser Rd.,,32.31978651122408,-111.04760194757324,Pinal County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA4AAN&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000068ESZM96727661,54,Monarch Wellness Center,Offsite Cultivation,Operating,"2832 N Omaha, Mesa, AZ 85215",Eba Holdings Inc.,,,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,8/8/2022,"Eba Holdings, Inc.",Mesa,85215,"Email
compliance@medmen.com",,2023-12-17T10:44:05.273777,(480) 991-3752,2832 N Omaha,,33.554293902273855,-111.8926455446938,Maricopa County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAOAA3&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000141ESYC13235553,58,Zanzibar,Offsite Cultivation,Operating,"7940 South Kolb Road, Tucson, AZ 85756",FJM Group LLC,,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,,,AZ,,,4/19/2023,FJM Group LLC,Tucson,85756,"Email
azdhs@zemail.com",,2023-12-17T10:44:05.273777,(520) 907-2181,7940 South Kolb Road,,33.66655372130172,-114.2184395450094,Pima County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bIQaMAAW&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000126ESDQ50929013,60,The Downtown Dispensary,Offsite Cultivation,Operating,"801 E 47th St, Tucson, AZ 85713",Forever 46 Llc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,Forever 46 Llc,Tucson,85713,"Email
downtowndispensary@icloud.com",,2023-12-17T10:44:05.273777,(520) 838-0492,801 E 47th St,,32.22804999548386,-110.96810297619928,Pima County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA3AAN&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000081ESLT56066782,73,Trulieve of Scottsdale Butherus,Offsite Cultivation,Operating,"2512 E Magnolia St, Phoenix, AZ 85034",Green Sky Patient Center Of Scottsdale,,,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,8/8/2022,Green Sky Patient Center Of Scottsdale North Inc,Phoenix,85034,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,850-559-7734,2512 E Magnolia St,,33.62332500000001,-111.921705,Maricopa County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9aAAF&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000113ESLZ23317951,74,"Greenmed, Inc",Offsite Cultivation,Operating,"3615 E Golf Links Rd, Tucson, AZ 85713","Greenmed, Inc",,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,8/8/2022,Greenmed Inc,Tucson,85713,"Email
pooljim@gmail.com",,2023-12-17T10:44:05.273777,(520) 886-2484,3615 E Golf Links Rd,,32.24495692919405,-110.8546470016448,Pima County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9iAAF&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000032ESPT83532730,79,Herbal Wellness Center Inc,Offsite Cultivation,Operating,"924 N Tweedy Rd, Eloy, AZ 85131",Herbal Wellness Center Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,Herbal Wellness Center Inc,Eloy,85131,"Email
hwccompliance@vextscience.com",,2023-12-17T10:44:05.273777,602-910-4152,924 N Tweedy Rd,,33.49499847212751,-112.1472495,Pinal County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAZAA3&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000007ESWD35270682,80,Harvest of Chandler,Offsite Cultivation,Operating,"770 E Evans Blvd, Tucson, AZ 85713",High Desert Healing Llc,,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,High Desert Healing Llc,Tucson,85713,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,954-817-2370,770 E Evans Blvd,,33.30609501027786,-111.79284897250722,Pima County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9MAAV&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000014ESNA15249640,81,Harvest of Avondale,Offsite Cultivation,Operating,"13454 N Black Canyon Highway, Phoenix, AZ 85029",High Desert Healing Llc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,8/8/2022,High Desert Healing Llc,Phoenix,85029,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,954-817-2370,13454 N Black Canyon Highway,,33.410500991430325,-112.33981110355454,Maricopa County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9NAAV&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000079ESTS64678211,98,JARS Cannabis,Offsite Cultivation,Operating,"9425 North Commerce Drive, Kingman, AZ 86401","Legacy & Co., Inc.",,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,,,AZ,,,8/8/2022,"Legacy & Co., Inc.",Kingman,86401,"Email
ronnie.kassab@jarscannabis.com",,2023-12-17T10:44:05.273777,(623) 936-9333,9425 North Commerce Drive,,33.90831,-112.141863,Mohave County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9YAAV&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000010ESIR42914838,108,Trulieve of Casa Grande,Offsite Cultivation,Operating,"1101 N 21st Ave, Phoenix, AZ 85009",Medical Pain Relief Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,Medical Pain Relief,Phoenix,85009,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,850-508-0261,1101 N 21st Ave,,32.88053647215617,-111.70712924715792,Maricopa County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9wAAF&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000098ESAA47054477,112,JARS Cannabis,Offsite Cultivation,Operating,"4799 S Reagan Dr, Fort Mohave, AZ 86426","Mohave Cannabis Club 1, LLC",,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,,,AZ,,,8/8/2022,Herbal Assist Inc,Fort Mohave,86426,"Email
mcc1@mohavecannabis.com",,2023-12-17T10:44:05.273777,(928) 768-4665,4799 S Reagan Dr,,33.382752879235,-111.742663668349,Mohave County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9LAAV&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000066ESUJ44186931,120,Green Farmacy,Offsite Cultivation,Operating,"201 S 36th St, Phoenix, AZ 85034",Natural Relief Clinic Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,8/8/2022,Natural Relief Clinic Inc,Phoenix,85034,"Email
carsten@naturalreliefclinic.com",,2023-12-17T10:44:05.273777,(520) 686-8708,201 S 36th St,,33.48068200679528,-111.98515900037492,Maricopa County,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9EAAV&activeTab=details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
